"","cluster","topic_rank_in_cluster","topic_in_cluster","title","abstract","doi","id","topic_probability_in_doc"
"312","hot_topic_cluster_no_1","rank_3","60","Are Canadian professors teaching the skills and knowledge students need to prevent plagiarism?","Max 150 words. If possible, please submit your abstract in both English and French. When writing an assignment, most students start by searching for information online, which they integrate in their writing and conclude by producing a bibliography for the sources used. They use their informational, writing and referencing skills to do this as well as refer to their plagiarism knowledge to make sure their text is exempt from plagiarism. In this paper, we examined which skills and knowledge students feel the need to further develop in university to prevent plagiarism in their assignments. Professors were also questioned as to their perceptions of their students' skills development during their pre-university studies. Questionnaires were administered in six Quebec Universities to students (n = 1170) and professors (n = 279). Results show that students feel the need for more training while professors expect students to have already mastered the skills and knowledge to prevent plagiarism. Recommendations are made on how to implement better training for students through a program approach. Lors de la redaction d'un devoir, la plupart des etudiants universitaires commencent par chercher des informations en ligne, qu'ils integrent dans leur redaction et terminent en produisant une bibliographie des sources utilisees. Ils utilisent leurs competences informationnelles, redactionnelles, et de referencement documentaire et se referent a leurs connaissances en matiere de plagiat pour s'assurer que leur texte en soit exempt. Dans cet article, nous avons examine les competences et les connaissances que les etudiants ressentent le besoin de developper davantage a l'universite pour prevenir le plagiat dans leurs travaux. Les professeurs ont egalement ete interroges sur leur perception du developpement des competences de leurs etudiants durant leurs etudes pre-universitaires. Des questionnaires ont ete administres dans six universites quebecoises a des etudiants (n = 1170) et a des professeurs (n = 279). Les resultats montrent que les etudiants ressentent le besoin d'une formation plus poussee alors que les professeurs s'attendent a ce que les etudiants maitrisent deja les competences et les connaissances necessaires pour prevenir le plagiat. Des recommandations sont formulees sur la facon de mettre en oe uvre une meilleure formation pour les etudiants par le biais d'une approche-programme.","10.1007/s40979-019-0047-z","19638","0.2974790"
"313","hot_topic_cluster_no_1","rank_3","60","Spatiotemporal patterns of baseflow metrics for basins draining the Oak Ridges Moraine, southern Ontario, Canada","The Oak Ridges Moraine (ORM) is a key hydrogeologic feature in southern Ontario, supplying potable water along with important aquatic ecosystem services. Stream baseflow is a useful indicator of groundwater discharge to streams on the ORM and gives insight into the regional hydrogeologic system. This study examines how climatic and basin attributes explain spatiotemporal patterns in baseflow metrics for streams draining the ORM. Baseflow was separated from streamflow using an automated digital filter, and water-year baseflow and baseflow as a fraction of precipitation and total streamflow (baseflow index, BFI) were determined. Much of the variability in baseflow metrics was explained by such characteristics as water-year precipitation, mean basin slope, spatial extent of outcrops of permeable sands and gravels, and forest and urban cover. Identified thresholds for basins with above- or below-average baseflow and BFI could serve as a screening tool in resource management decisions on the ORM. Precipitation has increased for many basins in the latter part of the twentieth and early part of the twenty-first century, often accompanied by greater baseflow. The rate of baseflow increase was related to the spatial extent of sand and gravel outcrops, implying a nonuniform response of baseflow to rising precipitation for basins across the ORM. Although baseflow from these basins may continue to increase under the wetter climate predicted for southern Ontario in the twenty-first century, such forecasts must consider the role of land-use change (e.g. forest expansion, urban development) in altering the partitioning of precipitation between direct runoff and baseflow contributions to streamflow. La moraine Oak Ridges (ORM) est une caracteristique hydrogeologique importante dans le sud de l'Ontario fournissant en eau potable et delivrant de nombreux services pour l'ecosysteme aquatique. Le debit de base des cours d'eau est un indicateur important de l'ecoulement des eaux souterraines dans l'ORM et donne un apercu du systeme hydrogeologique regional. Cette etude examine l'influence des caracteristiques climatiques et les proprietes du bassin versant sur les variations spatio-temporelles des debits de base des cours d'eau drainants l'ORM. Le debit de base a ete separe du debit d'eau a l'aide d'un filtre numerique automatise alors que le debit de base eau annuel, le debit de base sous forme de precipitation et le debit total (debit de base indice, BFI) ont ete determines experimentalement. Une grande partie de la variabilite des mesures de debit de base s'expliquait par les precipitations annuelles, la pente moyenne du bassin, l'etendue spatiale des affleurements de couches permeables de sable et gravier, et du couvert forestier et urbain. Les seuils identifies pour les bassins avec debit de base superieur ou inferieur au debit de base moyen et BFI pourraient servir d'outil de depistage dans les decisions de gestion des ressources pour l'ORM. Au cours des dernieres decennies, les precipitations ont augmente dans de nombreux bassins versants et elles ont souvent ete accompagnees par de grands debits de base. Les taux d'augmentation du debit de base etaient associes a l'etendue spatiale des affleurements de sable et de gravier, impliquant une reponse non uniforme du debit de base vers la hausse des precipitations pour les bassins a travers l'ORM. Bien que le debit de base de ces bassins pourrait continuer a augmenter avec un climat plus humide comme predit pour le sud de l'Ontario au vingt-et-unieme siecle, les previsions de debit de base devraient considerer le role du changement d'affectation des terres telle que l'expansion des forets et le developpement urbain, et modifier le cloisonnement des precipitations entre ruissellement direct et contribution du debit de base au debit d'eau.","10.1080/07011784.2014.985511","67048","0.3072797"
"314","hot_topic_cluster_no_1","rank_3","60","The Importance of Context: Assessing the Benefits and Limitations of Participatory Mapping for Empowering Indigenous Communities in the Comarca Ngabe-Bugle, Panama","Indigenous communities have been involved in participatory mapping projects to protect their territories and manage their resources for decades. However, while tremendous advances have been achieved in many settings, the use of maps by indigenous peoples is very uneven. Here we present the case of a team of university researchers, indigenous students, and local investigators who used a participatory approach to map cultural landscapes and mature forest cover in the Comarca Ngabe-Bugle of Panama. This article examines the success and limitations of efforts to empower indigenous people in the region to use mapping tools for conservation and resource management. The project, while it provides a useful example of how to build a participatory research team to produce maps that better reflect indigenous points of view, fell short of empowering indigenous authorities to use geographic tools to manage their territories. This is due mainly to the lack of administrative capacity needed to make use of geospatial information. We argue that cartographers involved in participatory projects, while typically attentive to the problems of marginalization, need to pay more attention to the broader socioeconomic contexts of their work and to redouble their efforts to respond to the challenges of the digital divide, which is a symptom of broader socioeconomic and political inequalities stemming from the legacies of colonialism. Depuis des decennies, les communautes autochtones prennent part a des projets de cartographie participative en vue de proteger leurs territoires et de gerer leurs ressources. Toutefois, bien que d'enormes progres aient ete realises dans de nombreux cas, l'utilisation des cartes par les peuples autochtones est tres inegale. Les auteurs exposent le cas d'une equipe de chercheurs universitaires, d'etudiants autochtones et d'investigateurs regionaux qui ont eu recours a une approche participative pour cartographier les paysages culturels et le couvert forestier d'arbres adultes dans la comarque Ngabe-Bugle du Panama. Les auteurs s'interessent au succes et aux limites des efforts visant l'autonomisation des peuples autochtones de la region dans l'utilisation des outils cartographiques pour la conservation et la gestion des ressources. Le projet, bien qu'il s'agisse d'un exemple utile de la facon de batir une equipe de recherche participative pour produire des cartes refletant mieux les points de vue autochtones, n'a pas permis d'autonomiser les autorites autochtones dans l'emploi des outils geographiques en vue de gerer leurs territoires, echec principalement attribuable a l'absence des ressources administratives necessaires a l'utilisation de l'information geospatiale. De l'avis des auteurs, les cartographes qui prennent part a des projets participatifs, bien qu'ils soient generalement attentifs aux problemes de marginalisation, doivent, dans leur travail, accorder davantage d'attention aux contextes socioeconomiques elargis et redoubler d'efforts pour relever les defis du fosse numerique, symptomatique des inegalites socioeconomiques et politiques plus etendues imputables a l'heritage du colonialisme.","10.3138/cart.52.1.3574","48095","0.3245614"
"315","hot_topic_cluster_no_1","rank_3","60","Nonpoint-Source Pollution Reduction for an Iowa Watershed: An Application of Evolutionary Algorithms","Nous avons applique un modele integre de simulation-optimisation pour trouver des combinaisons de pratiques agricoles de conservation efficaces en terme de couts et les endroits ou elles devraient etre adoptees dans un bassin versant agricole typique pour deux types de cibles de reduction des charges d'azote : la surveillance des charges moyennes annuelles d'azote et une contrainte du type ' securite d'abord ', selon laquelle les cibles d'azote doivent etre respectees peu importe les conditions meteorologiques (solutions robustes aux changements meteorologiques). Nous avons elabore des algorithmes evolutifs pour chaque cible relative a la qualite de l'eau. Notre approche a permis de deriver la courbe de cout lie a la reduction marginale et totale de l'azote dans un bassin versant. L'ajustement de la probabilite que les cibles relatives a la qualite de l'eau soient respectees (solutions robustes aux changements meteorologiques) s'est revele significativement plus couteux que de controler les charges moyennes d'azote. Nous avons evalue les deux types de solutions afin de verifier leur performance dans des conditions meteorologiques incertaines : les solutions retenues pour reduire les charges moyennes fonctionnent bien dans des conditions meteorologiques incertaines, tandis que la performance des solutions robustes aux conditions meteorologiques diminue avec le niveau vise de qualite de l'eau.","10.1111/j.1744-7976.2010.01198.x","81436","0.4314286"
"316","hot_topic_cluster_no_1","rank_4","617","Subjective Well-Being of Chinese Sina Weibo Users in Residential Lockdown During the COVID-19 Pandemic: Machine Learning Analysis","Background: During the COVID-19 pandemic, residential lockdowns were implemented in numerous cities in China to contain the rapid spread of the disease. Although these stringent regulations effectively slowed the spread of COVID-19, they may have posed challenges to the well-being of residents. Objective: This study aims to explore the effects of residential lockdown on the subjective well-being (SWB) of individuals in China during the COVID-19 pandemic. Methods: The sample consisted of 1790 Sina Weibo users who were residents of cities that imposed residential lockdowns, of which 1310 users (73.18%) were female, and 3580 users who were residents of cities that were not locked down (gender-matched with the 1790 lockdown residents). In both the lockdown and nonlockdown groups, we calculated SWB indicators during the 2 weeks before and after the enforcement date of the residential lockdown using individuals' original posts on Sina Weibo. SWB was calculated via online ecological recognition, which is based on established machine learning predictive models. Results: The interactions of time (before the residential lockdown or after the residential lockdown) x area (lockdown or nonlockdown) in the integral analysis (N=5370) showed that after the residential lockdown, compared with the nonlockdown group, the lockdown group scored lower in some negative SWB indicators, including somatization (F-1,(5368) =13.593, P<. 001) and paranoid ideation (F-1,(5368) =14.333, P<.001). The interactions of time (before the residential lockdown or after the residential lockdown) x area (developed or underdeveloped) in the comparison of residential lockdown areas with different levels of economic development (N=1790) indicated that the SWB of residents in underdeveloped areas showed no significant change after the residential lockdown (P>.05), while that of residents in developed areas changed. Conclusions: These findings increase our understanding of the psychological impact and cost of residential lockdown during an epidemic. The more negative changes in the SWB of residents in developed areas imply a greater need for psychological intervention under residential lockdown in such areas.","10.2196/24775","   43","0.2097015"
"317","hot_topic_cluster_no_1","rank_4","617","Building a Successful Infection Prevention Program: Key Components, Processes, and Economics","Infection control is the discipline responsible for preventing nosocomial infections. There has been an increasing focus on prevention rather than control of hospital-acquired infections. Individuals working in infection control have seen their titles change from infection control practitioner to infection control professional and most recently to infection preventionist (IP), emphasizing their critical role in protecting patients. The responsibilities of IPs span multiple disciplines including medicine, surgery, nursing, occupational health, microbiology, pharmacy, sterilization and disinfection, emergency medicine, and information technology. This article discusses the structure and responsibilities of an infection control program and the regulatory pressures and opportunities the program faces.","10.1016/j.idc.2010.11.007","80482","0.2280702"
"318","hot_topic_cluster_no_1","rank_4","617","Factors associated with the use and reuse of face masks among Brazilian individuals during the COVID-19 pandemic","Objective: to identify the factors associated with the use and reuse of masks among Brazilian individuals in the context of the COVID-19 pandemic. Method: cross-sectional study conducted in the five Brazilian regions, among adult individuals, via an electronic form disseminated in social media, addressing general information and the use of masks. Bivariate analysis and binary logistic regression were used to identify the factors associated with the use and reuse of masks. Results: 3,981 (100%) individuals participated in the study. In total, 95.5% (CI 95%: 94.8-96.1) reported using masks. Fabric masks were more frequently reported (72.7%; CI 95%: 71.3-74.1), followed by surgical masks (27.8%; CI 95%: 26.5-29.2). The percentage of reuse was 71.1% (CI 95%: 69.7-72.5). Most (55.8%; CI 95%: 51.7-60.0) of those exclusively wearing surgical masks reported its reuse. Being a woman and having had contact with individuals presenting respiratory symptoms increased the likelihood of wearing masks (p=0.001). Additionally, being a woman decreased the likelihood of reusing surgical masks (p=0.001). Conclusion: virtually all the participants reported the use of masks, most frequently fabric masks. The findings draw attention to a risky practice, that of reusing surgical and paper masks. Therefore, guidelines, public policies, and educational strategies are needed to promote the correct use of masks to control and prevent COVID-19.","10.1590/1518-8345.4604.3360","16947","0.2500000"
"319","hot_topic_cluster_no_1","rank_4","617","Zika in Puerto Rico, 2016-2017: II Perspectives on Epidemic Surveillance and Control, Health Communication, Outcomes and Lessons","The social reaction to the Zika epidemic in Puerto Rico reached a confrontational climax regarding aerial fumigation with an organophosphate insecticide. The public drama has obscured multiple simultaneous controversies. This and a companion paper, based mostly on print and digital news reports, provide a context and description of the major controversies and examine the outcomes and their lessons for the protection of the public's health. Part II covers the questions on disease surveillance (what is going on?); health communication and epidemic control (what is an epidemic? is there a way to control an epidemic transmitted by Aedes aegypti?), and the outcomes and lessons from the debates.","","40332","0.2666667"
"320","hot_topic_cluster_no_1","rank_4","617","SEIR modeling of the COVID-19 and its dynamics","In this paper, a SEIR epidemic model for the COVID-19 is built according to some general control strategies, such as hospital, quarantine and external input. Based on the data of Hubei province, the particle swarm optimization (PSO) algorithm is applied to estimate the parameters of the system. We found that the parameters of the proposed SEIR model are different for different scenarios. Then, the model is employed to show the evolution of the epidemic in Hubei province, which shows that it can be used to forecast COVID-19 epidemic situation. Moreover, by introducing the seasonality and stochastic infection the parameters, nonlinear dynamics including chaos are found in the system. Finally, we discussed the control strategies of the COVID-19 based on the structure and parameters of the proposed model.","10.1007/s11071-020-05743-y"," 9371","0.2926829"
"321","hot_topic_cluster_no_1","rank_5","641","Human rights and the city: Including marginalized communities in urban development and smart cities","The idea that the city belongs to all individuals inhabiting the urban space is grounded in the Universal Declaration of Human Rights and the New Urban Agenda, and it is referred to as ""right to the city"" or ""rights in the city."" This article discusses how human rights relate to the city and its inhabitants, examines the meaning of the right to the city and human rights in the city in today's urban environment, and deliberates how to transform cities into spaces that reflect fundamental human rights principles. By looking at the situation of marginalized groups in cities, the article focuses on the questions of how to build inclusive, fair, and accessible cities and how to eliminate inequalities seen in urban communities. Because technology is often cited as one way to foster integration of marginalized communities, special attention will be given to the smart city and the opportunities and challenges presented by information and communication technologies (ICTs) for human rights, accessibility, and inclusion. Using the case of persons with disabilities as an illustration, the article argues that urban development needs to be fundamentally transformed to live up to human rights standards. Only a multi-stakeholder urban design process will produce truly inclusive urban spaces that fulfill the right to the city.","10.1080/14754835.2019.1629887","24188","0.2132530"
"322","hot_topic_cluster_no_1","rank_5","641","Knowledge-based environments in the city: design and urban form in the Helsinki metropolitan area","Knowledge-based development (KBD) is of interest to cities, as it promotes economic growth and boosts dynamic urban image. Creative environments are arguably highly dependent on sociality, and they are usually located near city centres. The focus of this study is on three knowledge-based locations in the Helsinki metropolitan area (HMA) in Finland. The research material composes of field observation data and photographs. Results indicate that knowledge-intensive environments include several elements of good city design, for example, pedestrian-friendly street networks and green areas, but they tended to lack vibrant urban life, that is, human activity. The findings support the claim that information and communication technology (ICT)-based companies are not very dependent on the sociality of environment. As cities are spaces for individuals working, studying and visiting, attention must be paid to the urban design of these areas.","10.1504/IJKBD.2019.101004","30233","0.2177419"
"323","hot_topic_cluster_no_1","rank_5","641","Analyzing Urban Competitiveness Changes in Major Chinese Cities 1995-2008","In this study, a city's competitiveness is measured by economic, social, environmental and external connectivity components using a sustainable development perspective. The study focuses on the dynamic changes of urban competitiveness of 24 major Chinese cities in the period 1995-2008. A total of 59 indicators are used to measure urban competitiveness consistently in this period. It is found that the overall ranks of the top and bottom cities in terms of economic, social, environmental and external connection competitiveness in 2008 were largely consistent with a few exceptions. In the period 1995 to 2008, the urban competitiveness score was increased by over 98 % in all cities. Although the weak cities have enhanced their urban competitiveness scores faster than the strong cities, it will take a long time for them to raise their ranks among Chinese cities due to their low scores of initial urban competitiveness. Excepting for 7 cities with significant changes in the rank of urban competitiveness, the ranks of other cities changed only slightly, ranging from -3 to +3, showing stable hierarchy among 24 major Chinese cities in the period 1995-2008.","10.1007/s12061-014-9114-2","68495","0.2207792"
"324","hot_topic_cluster_no_1","rank_5","641","MODERN URBAN PLANNING: CONCEPTS TO PRACTICE","Modern urban planning has a large number of problems associated with the size of cities and the environmental situation in them. The largest cities continue to expand and develop through some administrative processes. These processes can be rather specific and diverse. Almost every city has its historical center and its industrial suburbs, as well as a residential block-of-flats area surrounding the industrial suburbs. As a result, the transport infrastructure is naturally expanding, thus causing damage to the environment and people's health. To solve this problem, modern urban planning methods should be developed and implemented taking into consideration modern concepts of urban planning. Conventionally, they can be divided into several blocks, such as curbing the influx of new urban residents from rural areas, applying smart city technologies in urban planning, creating zones for restoring people's health in the city, and modernizing the system of administrative and territorial infrastructure.","","12888","0.2300000"
"325","hot_topic_cluster_no_1","rank_5","641","Redefining the digital city for promoting sustainable urban development","In the current information age, digital technology has become an essential part of urban civilisation. The digital city has been transformed from a novel concept to a practical and effective means of supporting urban planning and management. However, there are various definitions of a digital city and each has a unique significance. By comparing these digital city concepts, we examined common aspects of digital city definitions and propose an urban digital operating system (Urban DOS) that will be useful to improve life quality, socioeconomic functions and sustainable development in a city and its surrounding areas. The technical basis for the Urban DOS is the intersection between technology-oriented products (TOPs) and customised application products (CAPs). We then develop a procedure for designing a framework for a digital city based on Urban DOS with TOPs and CAPs. To explain such digital city concepts and applications, we demonstrate the initial development of Urban DOS for Lijiang City.","10.1080/13504509.2011.603762","81216","0.2632353"
"326","hot_topic_cluster_no_10","rank_1","843","Planning of Electric Public Transport System under Battery Swap Mode","Applying battery electric buses (BEBs) in the city is a good means to reduce the increasing greenhouse gas emissions and crude oil dependence. Limited by the driving range and charging time, battery swap station seems to be the best option for battery electric buses to replenish energy currently. This paper presents a novel method to plan and design an electric public transport system under battery swap mode, which comprised of battery electric buses, routes, scheduling, battery swap station, etc. Thus, new routing and scheduling strategies are proposed for the battery electric bus fleets. Based on swapping and charging demand analysis, this paper establishes an algorithm to calculate the optimal scales of battery swap station, including scales of battery swapping system, battery charging system and battery packs, and power capacity of output. Regarding the case of Xuejiadao battery swap station serving 6 BEB routes in Qingdao, China, a numerical simulation program is established to evaluate the validity of our methods. The results reflect that our methods can optimize the system scales meeting an equivalent state of operation demand. In addition, sensitivity analyses are made to the scales under different values of battery capacity and charging current. It suggests that the scales and cost of battery swap station can be effectively reduced with the development of power battery manufacture and charging technology in future.","10.3390/su10072528","36566","0.2814815"
"327","hot_topic_cluster_no_10","rank_1","843","Dynamic harvesting- and energy-aware real-time task scheduling","Energy harvesting, along with effective storage of the energy, is a very common approach to attain sustainable computing in today's embedded systems. Employing a hybrid energy storage system (HESS), which constitutes of two or more types of energy storage systems (ESSs), helps to compensate for the weaknesses of one ESS type using the strengths of another type. The capacity of an ESS, and thus that of a HESS, can be modeled by dividing it into Instantly Available Charge (IAC) and Instantly Unavailable Charge (IUC) parts; the existing charge in an ESS always flows from the part with higher voltage to the other one. The main idea of this study is to intelligently control the flows in the HESS to maximizing either the IAC or the IUC charge. We propose the HLPF real-time task scheduling algorithm to do so through deciding to execute the tasks in the ascending or descending order of their power requirements. Extensive simulations show impressive lifetime improvements of up to 20 % in comparison to the classical real-time task scheduling algorithms. ","10.1016/j.suscom.2020.100413","  585","0.2907895"
"328","hot_topic_cluster_no_10","rank_1","843","Balanced Control Strategies for Interconnected Heterogeneous Battery Systems","This paper develops new balanced charge/discharge strategies that distribute charge or discharge currents properly so that during operation, battery systems maintain uniform state-of-charge (SOC) all the time. The proposed balanced charge/discharge control strategies are useful for interconnected heterogeneous battery systems that can be built from battery modules with different types, ages, and power/capacity ratings. Both voltage-based and SOC-based balanced charge/discharge strategies are developed. Their convergence properties are rigorously established, and illustrative examples using production batteries demonstrate their convergence behavior under different charging current profiles. The approach will be especially useful for battery storage systems to support power grids with renewable energy sources where the battery systems are required to operate continuously.","10.1109/TSTE.2015.2487223","62152","0.2910714"
"329","hot_topic_cluster_no_10","rank_1","843","Optimal sizing of a wind-energy storage system considering battery life","A battery energy storage system (BESS) can smooth the fluctuation of output power for micro-grid by eliminating negative characteristics of uncertainty and intermittent for renewable energy for power generation, especially for wind power. By integrated with lithium battery storage system the utilization and overall energy efficiency can be improved. However, this target could be obtained only if the BESS is optimal matched. For this issue, the degradation of battery capacity has a significant impact on the operating costs of Wind-ESS system. The research focus on the optimal method for components sizing of BESS in Wind-ESS system with independent system operators. We present an operating cost model for the hybrid energy storage system considering capacity fading of lithium battery in the cycle life. For the optimal objective of component sizing, the global optimization method of dynamic programming (DP) is adopted by setting operating costs and capacity degradation as optimal objectives under the constrains of performance for lithium battery and requirement for grid operation. Based on the DP algorithm and capacity degradation of battery model, the optimal output of the wind power is obtained. The rule based method and genetic algorithm are also be used for simulation. The simulation results show that compared with other two optimal approaches, capacity degradation and operation cost of energy storage for wind power generation system are significantly reduced. ","10.1016/j.renene.2019.09.123","13797","0.2971963"
"330","hot_topic_cluster_no_10","rank_1","843","Optimal Scheduling of Energy Resources and Management of Loads in Isolated/Islanded Microgrids","Plug-in electric vehicles (PEVs) present a promising solution to mitigate greenhouse gas emissions but on the other hand, their increased penetration can impact power system operation, particularly so in an isolated microgrid. Similarly, demand response (DR) has the potential to provide significant flexibility in the operation of an isolated microgrid with limited generation capacity, by altering the demand and introducing an elasticity effect. This paper proposes a new mathematical model for optimal scheduling of energy resources and smart management of loads which includes smart charging of PEVs, DR, and operation of battery energy storage systems (BESSs), for isolated microgrids. Different case studies are developed to examine isolated microgrid operations when the demand increases, and how the energy management model copes with such increase. The proposed model develops energy management strategies considering the network constraints and different objective functions from the perspective of the microgrid operator as well as from the owners of PEVs and BESS.","10.1109/CJECE.2017.2753219","35523","0.3217391"
"331","hot_topic_cluster_no_10","rank_2","449","Stochastic optimized intelligent controller for smart energy efficient buildings","Smart buildings are rising concept for energy resource management in the buildings to reduce energy consumption and wastage. Energy management and control system comprises of variety of technologies, which affect human working comfort. The challenging task of the building control is to achieve interior building environment comfort with high-energy efficiency. In this study, multi-agent control system has been developed in combination with stochastic optimization using genetic algorithm (GA). The corresponding simulations of effective management of energy and consumer comfort are presented. The developed control system provides significant improvement in energy consumption and interior environmental comfort in smart buildings. ","10.1016/j.scs.2014.04.005","69266","0.2938776"
"332","hot_topic_cluster_no_10","rank_2","449","Collaborative optimization between passive design measures and active heating systems for building heating in Qinghai-Tibet plateau of China","Due to cold winter and cool summer in Qinghai-Tibet plateau, heating energy consumption accounts for a large proportion in the building energy consumption and reducing heating energy consumption is one of the main energy-saving methods for buildings. In the process of building heating, passive design measures and active heating systems (AHS) are always working together. To optimize the heating performance, it is necessary to coordinate the relationship between passive design measures and the AHS. However, it is impossible to obtain the specific quantitative optimized relationship between passive design measures and AHS based on existing research methods. To address this lack of knowledge, a collaborative optimization design method (CODM) is proposed in this paper to optimize the cost and the energy consumption of heating in the life cycle of the building. In CODM, comprehensive effects of passive design measures and the AHS on the total cost and the total energy consumption for building heating are analyzed. A railway passenger station is selected as a case study and results show that compared with initial design, the optimal total heating cost and total heating energy consumption for building heating can reduce 1948 (sic)/m(2) and 2292 kW h/m(2) for the life cycle of the building, respectively. ","10.1016/j.renene.2019.09.031","14346","0.3085366"
"333","hot_topic_cluster_no_10","rank_2","449","Systematic approach to provide building occupants with feedback to reduce energy consumption","Many technical solutions have been developed to reduce buildings' energy consumption, but limited efforts have been made to adequately address the role or action of building occupants in this process. Our earlier investigations have shown that occupants play a significant role in buildings' energy consumption: It was shown that savings of up to 20% could be achieved by modifying occupant behavior thorough direct feedback and recommendations. Studying the role of occupants in building energy consumption requires an understanding of the interrelationships between climatic conditions; building characteristics; and building services and operation. This paper describes the development of a systematic procedure to provide building occupants with direct feedback and recommendations to help them take appropriate action to reduce building energy consumption. The procedure is geared toward developing a Reference Building (RB) (an energy-efficient building) for a specific given building. The RB is then compared against its given building to inform the occupants of the given building how they are using end-use loads and how they can improve them. The RB is generated using a data-mining approach, which involves clustering analysis and neural networks. The framework is based on clustering similar buildings by effects unrelated to occupant behavior. The buildings are then grouped based on their energy consumption, and those with lower consumption are combined to generate the RB. Performance evaluation is determined by comparison of a given building with an RB. This comparison provides feedback that can lead occupants to take appropriate measures (e.g., turning off unnecessary lights or heating, ventilation, and air conditioning (HVAC), etc.) to improve building energy performance. More accurate, scalable, and realistic results are achiveable through current methodology which is shown through comparison with existing literature. ","10.1016/j.energy.2019.116813","13910","0.3155172"
"334","hot_topic_cluster_no_10","rank_2","449","Development of a ranking procedure for energy performance evaluation of buildings based on occupant behavior","Identifying the impacts of occupants on building energy consumption has become an important issue in recent years. This is due to the interrelationship of influencing factors such as urban climate, building characteristics, occupant behavior, and building services and operation, which makes it challenging to identify the role of occupants in energy consumption. The research problem in this study lies in the fact that the occupants of a building may not be cautious regarding energy savings, and there exists no ground to assess their energy consumption behavior. One solution is the development of a systematic comparison procedure between similar buildings. This paper introduces a new procedure for comparison between occupants of several buildings to show the rank of each building among others and suggest occupants on reducing their energy consumption and improving their rank. The proposed framework is developed based on multiple data-mining methods, including clustering, association rules mining, and neural networks. The proposed methodology is composed of two levels. The first considers the amount of energy usage by occupants after filtering effects unrelated to the occupant behavior. The second ranks the buildings in terms of achieved and potential savings during the time under investigation. To demonstrate the application, the methodology was applied on a set of monitored residential buildings in Japan. Results suggest that the proposed method enhances the evaluation of buildings' energy-saving potential by revealing the occupants' contribution. It also provides diverse and prioritized strategies to help occupants manage their energy consumption by revealing the building energy end-use patterns. ","10.1016/j.enbuild.2018.11.050","29947","0.3281250"
"335","hot_topic_cluster_no_10","rank_2","449","Energy Analyses of Serbian Buildings with Horizontal Overhangs: A Case Study","It is well known that nowadays a significant part of the total energy consumption is related to buildings, so research for improving building energy efficiency is very important. This paper presents our investigations about the dimensioning of horizontal overhangs in order to determine the minimum annual consumption of building primary energy for heating, cooling and lighting. In this investigation, embodied energy for horizontal roof overhangs was taken into account. The annual simulation was carried out for a residential building located in the city of Belgrade (Serbia). Horizontal overhangs (roof and balcony) are positioned to provide shading of all exterior of the building. The building is simulated in the EnergyPlus software environment. The optimization of the overhang size was performed by using the Hooke Jeeves algorithm and plug-in GenOpt program. The objective function minimizes the annual consumption of primary energy for heating, cooling and lighting of the building and energy spent to build overhangs. The simulation results show that the building with optimally sized roof and balcony overhangs consumed 7.12% lessprimary energy for heating, cooling and lighting, compared to the house without overhangs. A 44.15% reduction in cooling energy consumption is also achieved.","10.3390/en13174577"," 5964","0.3922222"
"336","hot_topic_cluster_no_10","rank_3","552","Reactive Power Control Method for Grid-Tie Inverters Using Current Measurement of DG Output","The penetration ratio of distributed generation (DG) has increased due to the depletion of fossil fuels and the impacts of global warming. Thus, overvoltage at the point of common coupling may occur since reverse current flows with the installment of DG. To solve this problem, this paper presents a reactive power control method based on the measured current at the point of common coupling of DG. The purpose of this paper is not to provide methods to improve the voltage profiles of distribution lines through the reactive power control, but to maintain the voltage after the DG connection as before the connection. By applying the proposed method in this paper, it is possible to significantly improve the penetration ratio of DG by restricting the voltage rise. Case studies, using MATLAB simulation, are performed to verify the feasibility of the new reactive power control method.","10.1007/s42835-019-00104-1","28734","0.2884615"
"337","hot_topic_cluster_no_10","rank_3","552","Differential Power Processing for DC Systems","This paper introduces an approach to dc power delivery that reduces power loss by minimizing redundant energy conversion. Existing power distribution techniques tend to increase the number of cascaded conversion stages, which limits overall efficiency. Differential power processing enables independent load regulation, while processing only a small portion of the total load power. Bulk power conversion occurs once. Load voltage domains are connected in series, and differential converters act as controllable current sources to regulate intermediate nodes. This enables independent, low supply voltages, which can reduce system energy consumption, especially in digital circuits and solid-state lighting. Since differential voltage regulators process a fraction of the load power, decreased size, cost, and conversion losses are attainable. Under balanced load conditions, secondary differential converters do not process any power. This paper analyzes several differential power delivery architectures that can be applied to homogenous and heterogeneous loads at various levels: chip, board, blade, etc. A variety of operating conditions for a test system with four series voltage domains are examined in simulation and verified with experimental hardware. Results in a reference application show a 7-8% decrease in input power and 6-7 percentage points increase in overall conversion efficiency as compared to a conventional cascaded approach.","10.1109/TPEL.2012.2214402","74951","0.3018349"
